PSNR (256)_VYUV
C:\Users\Le Xuan Giang\Desktop\ĐPT2\filephat.mp4
C:\Users\Le Xuan Giang\Desktop\ĐPT2\filethu.mp4
AVG: 42.08199310
39.99472809
40.59004211
40.84276199
41.33388519
42.00693512
42.34407425
42.43658447
42.39963531
42.50076294
42.77521133
42.92293549
42.50807190
42.52146149
42.62942505
42.56298828
42.95066452
42.80210495
42.76421356
42.96924210
42.60397339
42.30994415
41.85313797
41.53625488
41.53007507
41.10666275
41.18965530
40.90773773
40.88847351
40.94999695
41.14124298
40.91444016
40.90941620
41.05915833
41.26309204
41.47872543
41.54539108
41.73732758
41.87284851
42.12654877
42.00151062
42.15763474
42.63149643
42.40379333
42.68965149
42.78155899
42.06341171
42.10334396
42.12539291
42.15079498
42.20405197
42.22564316
42.53453064
42.05639267
41.83009338
41.96466064
41.60245514
42.07933426
41.75775146
41.73710632
41.64363861
41.64706421
41.39540100
41.61914825
41.66796875
42.32025146
42.12636948
42.49003601
42.36030579
42.17294312
42.30014420
42.56967926
42.55578613
42.61067963
43.10050964
42.72382736
42.49175644
42.85807800
42.53516388
42.81311417
42.63724518
42.20962906
42.02745056
42.01731873
42.23935699
42.74976730
42.37484360
42.18318939
42.32796478
42.29635239
42.56340790
41.62126160
41.65530396
41.70648575
41.84703827
42.04856110
42.24915314
42.48218536
42.36358643
42.22370911
42.45273972
42.65525818
42.26142120
42.38340378
42.48210526
42.58547974
42.92595291
42.35950851
42.33589172
42.28953934
42.21456146
42.07904816
42.31484222
42.25780106
42.05747604
42.29038239
42.39662933
42.33843231
42.05176926
42.13526154
42.16953278
41.50942230
42.00366592
41.78564072
41.86241913
41.87223053
42.04965210
42.20429993
42.20911407
42.15461349
42.08715820
42.16305542
42.19588470
42.42987061
42.54859161
42.30114746
42.33966827
42.71650314
42.59326172
42.60476685
42.09254837
41.96500778
41.97783661
42.01160049
42.30607605
42.40300751
42.31157303
42.32936096
42.24031448
42.24180603
42.22323608
41.70245361
41.62662506
41.72797775
42.29509735
42.12280655
42.58385468
42.33536148
42.40589142
42.25948334
42.21451569
42.25899124
42.46823883
42.72980118
42.79910278
42.82263947
42.61519623
42.60266113
42.58683777
42.06031799
42.47306061
42.02060318
42.12120438
42.01765442
41.91849518
42.04591370
41.95876694
42.00994110
42.00137329
42.00007629
42.03902817
41.42720032
41.42986679
41.41334152
41.57800674
41.80218124
41.95762253
41.99237061
41.99981689
41.91147614
41.86552048
42.40393829
42.15996170
42.10888672
42.22959518
42.57532120
42.21280670
42.15360641
42.14950562
42.26125336
42.38959503
42.23211670
42.30858231
42.07651520
41.86870956
42.14781952
42.47026062
42.07248688
42.26704025
42.11628723
42.03926468
41.64038086
41.78945160
41.83658600
42.26333618
42.18498993
42.21965408
42.41998672
42.29156113
41.94097137
42.03468704
41.92662811
41.81390762
41.83025360
41.79601288
42.19815826
41.67055511
41.66952515
41.48730850
41.97914505
41.81661987
42.00187302
42.42771149
42.12497711
42.10826111
42.16093063
42.10364532
42.15129089
42.43329620
42.11172104
42.04888153
41.42501450
41.68793106
42.23900223
42.18919373
42.73901367
42.62387085
42.27468109
42.22008133
42.05052185
41.81333923
41.63943481
41.70825958
41.68626785
41.70535278
41.65724945
41.65564728
41.52602386
41.58657455
41.48586655
41.68041992
42.31420517
42.24050903
42.34188080
42.13132477
42.17420959
42.48787308
42.31723404
42.19836807
41.96067810
42.30858231
41.36437225
41.56708527
42.12458038
42.20108795
41.88453293
41.77434921
41.97763062
42.37498474
42.24754333
41.37261200
41.16875076
41.30495071
41.39057541
41.22676086
41.06281281
41.11178970
41.44386673
41.56549072
41.65509033
42.26550674
42.70653152
42.85667419
42.45990753
42.38109970
42.15487671
42.30587387
41.97853470
41.90667725
41.87311554
41.83386993
41.31843567
41.68293381
41.84721375
41.69737244
42.08119202
42.29480362
42.06636810
42.33129120
42.08217621
42.08163452
41.67573547
41.49903870
41.35401154
41.50476074
41.34445190
41.37931824
41.37771225
41.55384827
41.79757690
41.95709229
41.99444580
42.44758987
41.87837601
42.10546494
42.45039368
42.43192291
42.09999847
42.06559753
42.00778961
42.14678192
41.50092697
41.62658691
41.71117783
42.04109955
41.86510086
41.86064148
41.70617676
42.08988190
41.83654022
41.75351715
41.70573807
42.29588318
41.92564011
42.09066391
42.76466751
42.24392319
42.05010986
42.35725784
42.39770508
42.13161469
42.12779236
42.71820831
42.68528748
42.74245834
42.30870056
42.75209427
42.32258224
42.34126663
42.31125259
42.31857681
41.48604965
41.76134109
42.27404022
41.98021698
42.53944778
42.60718536
42.26730347
42.08155823
41.98517609
42.34191513
42.20644379
42.24357986
42.57003784
42.39383316
42.28607941
42.67436218
42.49355316
42.25115204
42.18164063
42.11885452
42.16423798
42.08103180
41.95191193
41.87755966
42.09440231
42.30939484
42.16039276
42.22379684
42.43597412
42.13676453
41.87836456
41.58599091
41.68587112
41.78651428
42.06860352
42.28186798
41.99720001
42.12318420
42.03308487
42.18252563
42.14203644
42.52978897
42.17881775
42.23400879
42.49110794
42.44435883
42.33344650
42.25347519
42.08672333
42.07136536
42.58544159
42.36911774
42.21675873
42.24076843
42.54968643
42.61504364
42.09946060
42.60344696
42.62796021
42.61750793
41.64536285
41.89030457
41.94936371
42.14842987
42.82709503
42.23244095
42.08011246
42.07933044
41.94985199
42.26870728
42.48453522
42.17519379
42.48485565
42.60399628
42.14865112
41.90043640
41.86494827
42.09123993
41.77493668
42.01979065
41.90494537
41.69289017
41.56848526
41.68677902
41.65781021
41.69280243
41.79332733
41.79016876
41.87713242
42.23593140
41.31575775
41.51750946
41.47022629
41.60969543
41.77872467
41.97680664
41.90735626
41.81911850
42.22431946
42.58933640
42.10453796
42.14654922
41.97447205
42.12124252
42.49038696
42.51334381
42.56092834
42.06192017
41.94575500
41.82849503
41.66208649
41.50525665
41.41523361
41.44305420
41.46153259
41.59938431
41.52194595
41.59761429
41.79284668
42.08270264
41.30309677
41.83716202
41.75039291
42.01364899
42.02981567
42.19809723
42.22660065
42.12251282
42.04681396
42.05718613
42.11715317
41.97927475
42.68549347
42.36880493
42.35818863
42.91308594
42.35915756
42.45631409
42.14039612
42.05470657
42.04206848
42.39551163
42.57407761
42.61513138
42.74087524
42.57573700
42.53274918
42.41289520
42.59980774
42.43310547
41.75387955
41.65489197
42.14984894
42.22692871
42.52667999
42.49816513
42.60338593
42.67902374
42.53013611
42.38473511
42.34601593
42.25921631
42.34998703
42.64110947
42.50413895
42.40813446
42.55430222
42.25479126
42.21043396
42.22451019
42.06286621
42.52253723
42.54200363
42.41371536
42.10944748
42.04317093
42.22929001
42.21184158
42.31961823
42.28977203
41.57502747
41.51110077
41.89048386
41.85773468
41.99334717
42.18864059
42.16457748
42.35404968
42.50236130
42.11529160
42.09539795
42.11210251
42.16677856
42.10617065
42.20237350
42.30406189
42.04666901
42.06528473
42.20232391
42.47929382
42.14889908
42.24145889
42.17838669
42.01010132
42.03907776
42.04145813
41.87401199
42.00120544
42.09114075
42.21754074
41.56749344
41.71255112
41.61156464
41.81919098
41.87954712
42.01735687
42.16049194
42.07352448
42.03470612
42.20581818
42.28706741
42.23943710
42.16085815
42.10964584
42.17377472
41.87528610
41.91681671
41.88582611
41.66867065
41.72178268
41.79003906
41.96232224
42.23769760
41.51699448
41.55709076
41.56867981
41.08194351
41.30552292
41.71339417
42.04584503
41.59593964
41.70486450
41.65341949
41.95720291
42.22098541
42.16936111
42.02751541
41.84359741
41.86615753
41.97940445
42.05848694
42.21340179
42.35470200
42.22596741
42.53541565
42.02445221
42.08341980
42.09503937
42.12365723
42.01534653
42.03130722
42.07017517
42.09862518
42.27442932
41.85121918
41.72876358
41.84582138
42.06721497
