PSNR (256)_UYUV
C:\Users\Le Xuan Giang\Desktop\ĐPT2\filephat.mp4
C:\Users\Le Xuan Giang\Desktop\ĐPT2\filethu.mp4
AVG: 37.24451447
36.02877808
36.40242386
36.48282623
36.74227905
37.23675919
37.53884125
37.42756653
37.35951996
37.52399445
37.95271683
37.75961304
37.34360123
37.44358444
37.42037964
37.42077255
37.98964691
37.60633087
37.41672134
37.95761490
37.38559723
37.22024918
36.95462036
36.88082886
36.99375916
36.47296524
36.88475800
36.30339050
36.42530441
36.60147858
36.71277618
36.73247528
36.76777267
36.77956772
36.90159225
36.91808319
36.94906616
37.01904678
37.10820770
37.41282272
37.10923004
37.19805527
37.77755356
37.30557251
37.60811234
37.82680130
37.14292908
37.08794403
37.13664627
37.10985565
37.14606476
37.16669846
37.80863190
37.28536987
37.15104675
37.45103455
36.87141037
37.41966248
37.24245453
37.10987473
37.01274490
37.33018875
37.16536331
37.42271042
37.27377319
37.77330017
37.28480148
37.63208389
37.39745712
37.30442047
37.28604126
37.39854050
37.38624573
37.46964264
38.05021667
37.42618179
37.42781448
37.57291031
37.35023499
37.85889435
37.84877014
37.30636215
37.22243500
37.25532150
37.31733704
37.88442993
37.20378113
37.23976517
37.39685822
37.40697861
37.81011581
37.22409439
37.32763672
37.37175751
37.23841858
37.28395462
37.28985977
37.38937759
37.21922302
37.28137589
37.33515167
37.74655533
37.29828262
37.43667221
37.48810577
37.53663635
37.99708939
37.50043488
37.42194748
37.25246811
37.24217224
37.21064758
37.21443558
37.09251022
37.17044067
37.37804031
37.51246262
37.45786667
37.18967056
37.29911041
37.24637604
37.03224564
37.56209946
37.17762756
37.14230347
37.07507706
37.11293030
37.15113831
37.22077179
37.21784973
37.15129852
37.13904572
37.14194489
37.34426498
37.38544846
37.35887146
37.31542969
37.71728897
37.62785339
37.74575043
37.14708710
37.16082001
37.10857010
37.04838562
37.44161987
37.47537231
37.13534927
37.19349670
37.16535950
37.25145721
37.24766922
37.22060394
37.22180939
37.17978287
37.60877991
37.29638672
37.86545181
37.26604080
37.33306503
37.23874664
37.17589569
37.22869873
37.23940277
37.47816467
37.48324585
37.45449448
37.44276047
37.79737091
37.79877090
37.33320618
37.50149536
37.14326859
37.13646698
36.98680115
36.97704697
37.25275803
37.00576401
37.11417389
37.05814362
37.01393127
37.29229736
36.96451950
37.05057144
37.07463455
37.07619476
37.12345886
37.34386444
37.47334290
37.09320831
37.02194214
36.97958755
37.57295990
37.09429550
37.19150925
37.34993744
37.92404175
37.44011688
37.28033447
37.23363876
37.24140167
37.25939941
37.34704971
37.56864929
37.19783020
37.11713791
37.61353302
37.78501511
37.31044006
37.54293060
37.25847626
37.16609573
37.18213654
37.25452805
37.30674362
37.90896988
37.27887344
37.30247116
37.65835953
37.42725754
37.13504410
37.41515732
37.28245544
36.99114990
37.07181549
37.09882736
37.34963989
37.06949615
36.98249435
36.87919998
37.53202057
36.98281860
37.14338303
37.63414764
37.24115372
37.37248230
37.59927368
37.34028244
37.47019196
37.90304947
37.24100876
37.19728088
37.14474487
37.22750473
37.72680664
37.45729065
37.75035477
37.91510773
37.29016495
37.30621338
37.27202225
37.18572617
37.00263977
36.95935059
37.00439072
36.97340393
36.95743179
37.01221848
36.93653107
37.49823380
36.84490967
36.92623520
37.41265869
37.17318726
37.35945129
37.08325195
37.28366852
37.57195282
37.26520920
37.15401459
37.12605286
37.66554260
37.18531799
37.40591049
37.83530426
37.86079407
37.21220016
37.26347351
37.35592651
37.85161591
37.64689636
36.91483688
36.73117447
36.82943726
36.90361023
36.93162918
36.63861847
36.68658447
37.01245880
37.38125610
37.03701401
37.77006149
37.66888046
37.92147827
37.26607513
37.28807068
37.22417068
37.52567291
37.38751984
37.15238953
37.02854919
37.16657257
37.14761734
37.70085526
37.59051895
37.16743088
37.48525238
37.91019821
37.40524292
37.60633469
37.18207932
37.54526138
36.98226547
36.88164139
36.76278687
36.95141602
36.84255219
36.86817551
36.87125397
36.90608215
37.00516510
37.14011765
37.11058044
37.52043152
36.96739578
37.12221527
37.33503342
37.34272766
37.21852875
37.13439560
37.10919571
37.21542740
37.14631653
37.13132477
37.20761490
37.52738953
37.09100723
37.16052628
37.00858307
37.46610260
37.26337051
37.00301361
37.07998657
37.51838303
37.00478745
37.16624451
37.91043854
37.24436951
37.18706512
37.35562897
37.55764771
37.14004898
37.16212082
37.62453842
37.65439224
37.67595673
37.34515381
37.74204636
37.26905441
37.22003555
37.18164825
37.37800217
37.09886169
37.25380325
37.81407166
37.28413391
37.65582657
37.59410477
37.18265915
37.17855072
37.19955826
37.57424927
37.14629364
37.12241364
37.79147720
37.43270493
37.36737823
37.84611130
37.40682220
37.18942642
37.12830353
37.10319138
37.19659042
37.08428574
37.04594040
37.02193832
37.17517090
37.46526718
37.15392303
37.08670044
37.61894989
37.16818619
37.66049576
37.23569870
37.24065399
37.20565414
37.29234314
37.91530991
37.24443054
37.49472427
37.30045700
37.14084244
37.17203522
37.61553955
37.22285461
37.18461990
37.48495483
37.51335907
37.20215225
37.18149567
37.21392059
37.20330811
37.64862823
37.37628555
37.16730881
37.17313766
37.55584717
37.57984161
37.24536514
37.62158203
37.84206772
37.77034760
37.33516312
37.31755829
37.27775574
37.41563416
37.91991425
37.33378983
37.36034012
37.24858475
37.19872284
37.42618179
37.78123474
37.28145981
37.69049835
37.68568039
37.37663269
37.19014359
37.04129410
37.27920151
37.00826263
37.50328445
36.95798492
36.92583084
36.92943192
36.92494202
36.90750504
36.91894150
36.89363098
36.92238617
37.10042191
37.35617065
36.84475708
37.04690933
37.05639648
37.07278824
37.08955383
37.13463211
37.26491165
37.12606049
37.28176498
37.63687897
37.07836151
37.27048874
37.08941650
37.29953766
37.52599335
37.68698502
37.66288757
37.15062714
37.05175781
37.10654831
36.95841217
36.89126587
36.79375458
36.77803802
36.84975052
36.86174393
36.78541565
36.83243561
36.80754852
37.14648819
36.89080429
37.42573166
37.22721481
37.46113968
37.19248199
37.28321075
37.30404663
37.23120117
37.11581039
37.07193756
37.05316544
37.13699722
37.62382126
37.38803482
37.38410568
38.07577515
37.28459930
37.49961472
37.24162674
37.18225861
37.21374512
37.41854095
37.72332001
37.76874161
37.87890625
37.33120728
37.46096802
37.24247360
37.49932861
37.23186111
37.14908981
37.24046326
37.54223251
37.47961807
37.65610886
37.43033600
37.47503662
37.43308640
37.38041687
37.27058792
37.24249268
37.23475266
37.23371887
37.64195251
37.47716522
37.37047958
37.61075592
37.23854828
37.20523453
37.29484177
37.09013748
37.90778351
37.81943893
37.46087265
37.21651459
37.12380600
37.23732758
37.08570099
37.27579880
37.29034042
37.05651093
37.19126129
37.79400253
37.30194855
37.16267014
37.34829712
37.24534607
37.37540817
37.49511337
37.14764404
37.06370544
37.11993408
37.17689896
37.14650726
37.33718872
37.45151520
37.19944382
37.24633026
37.23914337
37.77792740
37.14993286
37.33945847
37.40205002
37.19379807
37.19003296
37.01106644
37.00700378
37.29683685
37.14973068
37.29421234
37.16162109
37.28591156
37.17949677
37.18985748
37.09388733
37.15526199
37.20416641
37.25090408
37.16212463
37.20618820
37.19394684
37.17047119
37.07200623
37.10092163
37.52619934
37.13842392
37.47161102
37.27087402
36.91526794
36.94298553
36.92802811
36.97098923
37.25808716
36.84402084
37.14294052
36.99427795
36.50321198
36.62508011
36.98947906
37.19523621
37.15901566
37.33731079
37.20525742
37.24333954
37.21739960
37.14525604
37.07868958
37.04836655
37.02769470
37.04509354
37.06587219
37.09837723
37.08987427
37.18131638
37.59691620
37.16846466
37.16271973
37.08926773
37.04489517
37.06570053
37.00422287
37.07466888
37.12285233
37.34223557
36.93404770
36.90370941
36.90996552
37.05951691
