PSNR (256)_YYUV
C:\Users\Le Xuan Giang\Desktop\ĐPT2\filephat.mp4
C:\Users\Le Xuan Giang\Desktop\ĐPT2\filethu.mp4
AVG: 34.07868576
33.43260574
33.88541794
34.20144653
34.59301758
37.04389572
37.35241318
36.39171219
36.14863586
36.29720688
36.46028519
37.09248352
36.37370300
36.40791321
36.64100266
36.70909500
37.40130615
37.06159592
36.74820709
36.75691223
35.92596054
34.60991669
32.67231750
31.08261490
30.50194740
29.44747925
29.23175812
29.24113083
29.52094269
29.84608078
30.21601105
30.59595871
30.84288597
30.87400055
30.91090393
31.22209358
31.34565544
31.66095924
32.37464523
33.68519592
34.09975052
34.55807495
34.76486588
34.48448563
34.91932678
35.38804626
34.48917007
33.94798279
33.42736816
33.10024643
32.94475555
33.79080582
36.20571518
34.91501236
32.78232956
31.87007523
31.06649208
32.43097687
31.76704216
32.48248291
32.68211746
33.76253128
33.57220459
33.91783142
33.76702118
34.59220123
34.03375244
34.14279938
34.52728271
35.31423950
36.07247925
36.88205338
37.15988922
37.13534927
37.80155945
37.22936249
37.30535889
37.63588715
37.27798462
37.17115402
36.37686920
35.35861206
35.15318298
35.20836639
35.94976044
36.62914658
36.42888641
35.98060226
35.60438156
35.51336288
36.04008484
35.55264282
35.56986237
35.58451843
35.63095474
35.67924500
35.40676880
35.33242035
35.40869141
35.78306961
36.09950638
36.81177139
36.19253540
36.36397934
36.54800034
36.72879791
37.17898560
36.27301788
36.27533722
35.85004425
35.48781204
34.83954239
34.81149292
34.50440216
34.05081177
34.25813675
34.58996201
35.13441467
34.88929367
34.48960114
34.19237518
33.54087448
34.45876312
33.73570251
33.54117966
32.95101547
32.65059662
32.28019714
32.30587769
32.61914444
32.89468002
33.26797104
33.42542648
33.64185715
33.82056808
33.93028259
34.05843353
35.79203033
36.11188507
35.40560150
34.45303726
34.11976624
33.85565948
33.93722153
34.15213776
34.34941864
34.72388077
35.18978882
34.96691895
34.16136169
33.71882629
33.43738937
33.24599838
33.49813080
35.16665649
34.62879562
34.76486588
34.36566544
35.23989868
35.27386093
35.31093216
35.56790161
35.47161102
35.76413345
35.74388885
35.85450363
35.76424789
35.41197968
35.22802734
33.64578629
34.15882874
32.12853622
31.90239906
31.77653885
31.76976776
32.47237396
32.28784561
32.54541016
32.25515747
32.10974121
32.45927811
31.80661964
32.17132187
32.30287933
32.35427094
32.54365158
32.51431274
32.86606216
33.50386047
33.41884232
32.90485764
34.30003357
34.27677536
34.72956467
35.35881805
35.99661255
36.23135376
36.19200134
36.28576279
36.86349487
36.90051651
36.05181885
35.32493973
34.40753174
33.96105194
34.54985809
36.13068390
36.33865356
36.47628784
35.81841278
35.28540039
35.27866745
36.41585922
36.77650452
36.34235001
35.96795273
36.14647293
36.34739304
35.47993469
34.14347839
33.22600555
33.35933304
33.51371002
33.53119278
33.61135864
34.50087738
33.44684601
32.51470566
31.93319511
32.90396118
33.10428238
34.33648682
35.89264679
35.38717651
34.74396515
34.87606430
35.42613602
36.30812073
36.50191879
35.87935638
35.11785889
34.77596664
35.63029099
36.63808441
36.78470993
37.62502670
37.55558777
37.11172485
37.27122498
35.40930939
33.61619186
32.92253113
32.87162018
32.50680542
32.40739822
32.45523071
32.30204391
31.47010612
31.44355774
30.95826721
31.68500900
33.24421692
33.06568909
33.39443207
32.78337097
32.90365601
33.60758972
33.59260941
33.35310364
32.89662933
33.20485306
32.53834152
32.80504990
34.08529663
34.25820923
33.10799408
33.19128418
33.51613235
34.27917862
33.30456543
31.52704048
30.64523506
30.83433151
31.18665886
30.30033112
30.20627975
30.37586021
31.26441765
31.78269196
32.96532440
35.03955460
36.67361450
37.11440277
36.58808517
36.31069565
34.82846832
34.49251938
33.48395538
33.31607437
32.81165314
32.60758972
32.16958618
32.68173599
33.05850983
32.95329285
33.40575409
32.80018234
32.67005920
33.27947998
32.75780487
32.42442322
31.57782364
31.09304428
31.00539398
31.30835533
30.78034973
30.83625412
31.27860832
32.13694000
33.12057495
34.18859863
34.15487289
34.18693542
33.10478973
34.49692154
36.91363907
37.29930878
35.93854523
35.01229477
34.90788269
35.13393784
34.69559097
35.04347992
34.88911057
34.96580124
33.27946472
32.76501465
32.17491150
32.66705322
32.62901688
32.91833115
33.07546997
34.22606659
33.62283325
33.91377640
35.21185303
34.25271606
33.98142242
34.66258621
34.26889801
34.21967316
34.50845718
35.94452286
36.15773010
36.67836761
35.98159409
37.13757706
36.20176697
35.67441559
35.28316116
35.48506165
34.50162888
34.94905090
36.38112640
36.40309906
36.95730972
36.95358658
36.14416122
36.03451157
35.91176605
36.38307571
36.36859894
36.08540726
36.92771149
36.49706268
36.47512054
36.61285782
36.66579437
35.69353485
35.13567734
34.45256805
34.00469589
33.57413101
33.31040192
33.09969330
33.23813248
33.80736923
34.04090881
34.18887329
34.57273865
34.60166168
34.41523361
34.67464828
34.94691467
34.87685776
34.81077576
34.95683670
34.86701584
35.12466431
35.15249634
35.45307922
35.88165665
36.83857346
36.27552414
36.26314163
36.46280289
36.28831482
36.97618866
37.00348282
37.03508759
36.71018982
36.99776840
36.65553284
36.12933350
35.85531998
36.39080811
36.79564667
35.72084427
36.68837738
36.61780930
36.73048401
35.60067749
36.25028992
36.56996155
36.76679993
37.84724426
36.37311172
36.08378220
35.99817276
36.01078033
36.36446381
36.45301437
36.53050613
37.45674896
37.66467285
35.85538483
34.17673111
33.54646683
33.95033264
33.32151031
33.75576782
32.97521973
32.60410309
32.42456436
32.39903259
32.15502167
32.01870346
31.99919891
31.83206940
32.05237961
32.43968201
31.71170044
31.96982956
32.13687515
32.19360733
32.22129822
32.49483490
32.49964523
32.21386719
32.82387543
34.18286133
32.55712128
33.01075363
32.98849487
33.62734222
34.53579712
34.12701416
34.54529953
33.59691238
33.53374100
33.17876053
32.57237244
32.12036514
31.53907776
31.38115311
31.03807259
31.05322647
31.11963272
31.28581047
31.76702690
32.56100464
32.51005173
34.23225021
34.38943481
34.38929749
33.44189072
33.15562439
32.90848160
33.20410156
33.26132202
33.35618973
33.75288391
33.97501373
35.70825577
35.14483643
35.97973633
37.33181763
36.91882706
37.01443481
36.79615021
36.54601669
36.17034531
36.29347229
36.87747574
37.23638916
37.01568222
37.03255844
37.34590149
37.26233673
37.82233047
37.12963104
35.50952148
34.66979980
35.13340378
35.44265366
36.61246490
37.04153442
37.45767975
37.47446060
37.04338074
37.15407181
36.75278473
36.51145172
36.46707535
37.37303925
36.57235718
35.82006454
36.31741714
35.91901779
36.30841827
35.49423981
35.09156036
35.17330551
35.42542648
34.84822845
34.30057907
33.85662460
34.28924942
34.27420425
34.47102737
34.50371170
33.96037674
34.09613800
34.33644867
33.72793579
33.32096100
34.08105850
33.45840454
33.81699371
34.60606384
33.13410187
32.76817703
33.19023132
33.64768600
34.18304443
34.20839691
33.89885330
34.07183838
34.61001587
35.59156036
36.13147736
35.37398529
35.21169281
34.64297104
34.11297989
33.98303604
33.89263535
33.88092422
33.99694824
33.67318344
33.89838409
33.53298950
33.56065750
33.26518631
33.00538635
32.85319138
33.21749115
33.30294800
33.20702362
33.56448364
34.11822891
34.38558960
34.29617310
34.12567520
33.47077179
33.14693451
32.55188751
32.28644562
32.51003647
31.97018814
32.05550385
32.17321777
32.41337967
32.67104721
31.18749237
31.02095413
31.29022598
30.10149956
30.68992615
31.81087685
33.22842789
33.97829056
33.90024185
33.53677368
33.59187698
33.33686447
32.64029312
32.14168167
31.92964363
32.15676117
32.69514465
33.22264099
34.17055511
34.67318726
34.43861389
35.27514267
34.32827377
34.44267273
34.40734863
34.44855881
34.21510315
34.13727570
34.18825531
33.99269867
33.75878906
32.82529068
32.76887131
33.22715378
34.35345459
